Job Title,Company,Posted Date,Number of Applicants,Seniority Level,Job Function,Company Industry,Detail Desc,Employment Type
Software Engineer,Unitek Solusi,3 months ago,Be among the first 25 applicants,-1,-1,-1,"Unitek Solusi Globally experienced and based in Semarang, Unitek Solusi is a technology consultancy and software solution partner specialized in Business Process, Logistic, Tracking, and Automation.
Technology for humanity -We believe that technology is the right of everyone and every organization no matter the size.We believe that technology simplifies and improves the quality of people's life. Our mission is to empower local entrepreneurs and organizations to achieve more in their businesses using technology.

The Work You Love ""We believe the only way to do Great work is to Love your work.""

Working at Unitek Solusi Make an Impact to Indonesian Young and Growing Tech EcosystemIndonesian Tech ecosystem is Young and Immature. We see a lot of shallow solution implementation with underestimated impact.We believe businesses of all sizes deserve a High Quality and Solid Solution. We are here to make a difference.

Be Part of an Open and Collaborative CultureOur company has a young climate. We put forward professionalism and work results, and we support direct communication above formality and politics.

Everyone is DifferentEveryone is different, everyone has their own roles and skills. We believe in putting the right people in the right place, yet working together as a team.We look forward to young applicants with dedication to learn and grow together as one team.

The Opportunity Solving problems and implementing solutions fascinate you. You’re driven, analytical and a team player. You are looking for a key role in a fast growing company

Are you Qualified? WITH SKILLS, NOT DEGREES At Unitek, we do not see your degrees. If you have the right skills, there is a place for you.

WITH AN EAGERNESS TO LEARN The world of technology is a fast-paced changing world. If you love continuous learning, your place is with us.

WITH A DESIRE TO DO MORE At Unitek, we understand our customers, deliver more, and exceed our customers' expectation. If you always want to do more, your place is with us.
Do it Great, or Don't Do it at All
Job Description Participate in entire application life-cycle- Write clean code to develop functional applications
Peer Reviews
Troubleshooting and debugging

Support internal improvements- Build reusable code and libraries for future use- Propose and develop new features by monitoring the industry- Continuously improve your tech knowledge and skills

Collaborate closely with internal teams- Collaborate closely with other developers, supports, and consultants- Provide training and support to internal teams

What You'll Learn- You'll learn how to write clean code by adhering to our programming best practices and guidelines- You'll improve on linking server-side logic with a better end-user experience- You'll develop your problem-solving skills and be a team player- You'll learn how your developed solution be used in a real business organization and how it benefits them

Requirements Years of experience - no official employment experience is required. - experience in any official / unofficial projects are preferred. Skills set:
Not with Degree but with Skills
Logical thinking and object oriented mindset
Knowledge of MVC architectures and Framework- Proficiency in any programming (Python / Java preferred)- Familiarity with database engine such as MySQL / PostgreSQL- Experience with Linux/Unix and server management is a plus- Proficiency in code versioning tools such as Git is a plusWhat we’re looking for in you:
Desire to learn and adapt to new technologies- Desire to always do more- Able to work independently and effectively in a team- Strong attention to detail, analytical and love solving problems
Good verbal and written communication skills- Ability to work in a fast-paced environment
Excellent time management skills",-1
Information Security Engineer,Brick,4 weeks ago,Be among the first 25 applicants,-1,-1,-1,"About Us

Brick (https://www.onebrick.io/) is an early stage financial infrastructure startup supported by some of the leading VCs in Southeast Asia.

The Brick team has been rethinking financial services at top fintech the past 9 years. Now, we are on a mission to democratize financial services in Southeast Asia - by empowering innovators to build amazing products and solve big problems - starting with financial data APIs that allow fintech developers to create easy and accessible experiences for their users

Responsibilities Of Information Security Engineer
Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization's data, systems, and networks.
Troubleshooting security and network problems.
Responding to all system and/or network security breaches.
Ensuring that the organization's data and infrastructure are protected by enabling the appropriate security controls.
Participating in the change management process.
Testing and identifying network and system vulnerabilities.
Daily administrative tasks, reporting, and communication with the relevant departments in the organization.
Analyze security systems and seek improvements on a continuous basis
Report possible threats or software issues
Research weaknesses and find ways to counter them
Find cost-effective solutions to cybersecurity problems
Develop best practices and security standards for the organization


Qualifications For Security Engineer
Ability to prioritize projects
Comfortable working in a fast-paced environment
Excellent communication skills
A degree in Computer Science, IT, Systems Engineering, or related qualification.
2 years of work experience with incident detection, incident response, and forensics.
Experience with Firewalls (functionality and maintenance), Office 365 Security, VSX, and Endpoint Security.
Proficiency in Python, C++, Java, Ruby, Node, Go, and/or Power Shell.
Proficiency in tools like wireshark, burpsuite, etc
Ability to work under pressure in a fast-paced environment.
Strong attention to detail with an analytical mind and outstanding problem-solving skills.
Great awareness of cybersecurity trends and hacking techniques.",-1
Lead Software Engineer,Bitlabs Academy,3 days ago,Be among the first 25 applicants,Associate,Engineering,Online Media,"Bitlabs Academy is an online education platform teaches you the skills and entrepreneurial mindset you need to thrive the 4.0 industry.

Our vision to build a great #GenerasiTalentaDigital

Who you are ?

Strong problem-solving and critical thinking
4+ years of experience in web development
Highly experienced with PHP, Laravel/Lumen, VueJS, JQuery, JavaScript, HTML5, CSS
Familiarity with Relational Database, MySQL, Redis and elastic search
Demonstrable experience developing clean, scalable code and optimizing existing code and queries for performance and scalability
Must have strong communication skills, able to work independently and be team oriented
Ability to understand and implement CI/CD
Experience with networking protocols such as WebRTC, RTP, RTMP or Video Streaming Platform Such as Agora.io
Familiarity with video streaming technologies such as HLS, DASH, container formats such as MP4, TS, WebM, FLV, or codec formats such as H.264, HEVC, VP9

Here's a few more reason's we think you'll love working here :

You'll be involved in the entire software development lifecycle.
Create & Review the Architecture & Design Pattern (or ‘blueprint’) and establish project design standards and guidelines; Perform design and architectural reviews
Write user documentation and operational guideline to ensuring the systems you build are maintainable long-term.
Write clean code, back-end and/or front-end, and utilize best practice to develop functional web applications
Solve technical problems by working closely with Leadership, UX, Designer, and offshore teams
Reviews and corrects code for quality and design through constant evaluation of product code and getting involved in complicated or sensitive code",Full-time
Lead Software Engineer,Gigacover,4 weeks ago,Be among the first 25 applicants,-1,-1,-1,"Lead Software Engineer, Jakarta (Full-time)
Summary
1.1 Gigacover is the leading tech company building a financial health companion for the self-employed economy. We work with insurers and banks to bring flexible and affordable products and services to improve the financial security of our users across Southeast Asia!

1.2 We are looking for a Lead Software Engineer based in Jakarta. You will lead the engineering and product development efforts in Indonesia and work very closely with our regional core engineering team.

2 Software Stack

2.1 Gigacover Has The Following Stack
Python is used to build our core business logic, persistence and API layers.
ReactJS for our web applications.
React Native for our mobile applications.
We use a variety of technologies in our data pipelining and analytics stack.
Roles and Responsibilities
3.1. In This Exciting Role, You Are Responsible For
Developing a deep understanding of Gigacover’s business in Jakarta.
Developing improvements to our core software codebase.
Developing specific integrations to Indonesia client and suppliers.
Coordination and communication with product managers and the core engineering team.
Requirements
Have a Bachelor’s degree in Computer Science or similar discipline
3 - 5 yrs experience in software engineering with an emphasis on backend, API and data model development.
Be proficient in:
Python.
(ii). Unix.

(iii) Postgres (or other SQL based database).
Be able to appreciate business logic and user experience.
Ability to speak Vietnamese will be a HUGE PLUS!
Compensation, Perks and Benefits
5.1 We Offer Competitive Compensation And Benefits.

5.2 You will be working directly with the Indonesia Country Manager and have the opportunity to influence product decisions and grow the Indonesian engineering team.

5.3 You will enjoy an open, dynamic culture with flexibility and ownership of your work.",-1
Senior Software Tester,PT Anabatic Digital Raya,1 month ago,Be among the first 25 applicants,Associate,Quality Assurance,Information Technology and Services,"Prepare the artifact required for test execution process, in order to test the process goes according to predetermined standards
Preparing test scenario
Preparing test data
Preparing test case
In cooperation with DevOps Engineer to ensures that the testing environment setup correctly
Preparing test scripts, either manual or automatic script
Create test report and share to all stakeholder
Design and create automated tests to validate applications by creating scripts that run testing functions automatically
Analyze bug reports and highlight problems to help identify fixes for them
Collaborate with other members of the engineering team to find the best methods for solving problems in apps and systems
Research for new technology and concepts for automation testing (web, mobile and web service) then train others regarding automation test concepts, plus providing guidance and direction as needed
Execution, as required, of manual and automated software testing in areas involving installation, functional, performance and load, integration and regression testing

Minimum Qualifications
Bachelor degree from Information Technology or Computer Science
Proven working experience 3 years as a Software Tester
Ability to understand requirement and create acceptance criteria from requirements - Understand with SDLC and software development
Understand testing methodologies relatively to Web and Mobile application
Experience creating and executing test cases from Functional Specifications
Strong working knowledge of Microsoft Office
Ability to use test automation tool such as JMeter, Selenium, Katalon Studio will be an advantage",Full-time
Software Engineer Support,Advotics,4 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"Requirements
Java programming language is a must
At least a Bachelor’s degree in Computer Science, Engineering, or other technical fields from top local or overseas universities with 1-2 years’ experience in the industry
Strong knowledge of database design
Passionate in software engineering
Strong understanding of Object-oriented Design, data structures and algorithm
Familiar with Linux environment is a must
Strong business requirement analysis is a plus
Eager to learn and adapt to new technologies
Able to lead and manage a team
Strong software troubleshooting skills


Job Description
Technical problem diagnosis and analysis
Performing performance optimization
Working closely with product team to handle a bug issue release
Researching or Debugging technical issues
Writing reports regarding product problems
Reviewing product change requests
Monitoring daily issues and giving solutions to clients
Analyzing daily issues and recommending improvement
Leading and Managing daily issue update from team members",Full-time
Software Engineer - Web Developer (Phyton Django),Xwork.co,2 months ago,Be among the first 25 applicants,-1,-1,-1,"We are looking for an Backend Engineer to join our Technology Team.

As a Backend Engineer, you will:
- Write code that contributes to company products and open APIs
Fixing error and bugs found in our product/website interface
Learn and develop new technology that can improve our user interface for both our users and customers

Minimum Qualifications
- Bachelor degree in Computer Science or related fields.
Humble culture, zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team.
Eagerness to learn, eagerness to help, eagerness to share.
Firm grasp of algorithms, algorithmic complexities, design patterns and principles, clean code, and pragmatic aspects of programming.",-1
Lead Security Engineer,Flip,1 month ago,Be among the first 25 applicants,Associate,Information Technology,Information Technology and Services,"Job Description
Design and run a proper bug bounty program from end to end
Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization's data, systems, and networks
Develop best practices and security standards for the overall organization in general, and specifically for the software development process
Implement protections, vulnerabilities test, security breaches monitoring, and investigation
Conduct internal penetration testing, simulating an attack on the system to find exploitable weaknesses
Develop strategies to respond to and recover from a security breach
Ensuring that the organization's data and infrastructure are protected by enabling the appropriate security controls


Requirements
3 years of experience as a Security Engineer Expert or similar role
Understanding of application security in the context of SDLC and CI-CD
Understanding of OWASP MASVS and ASVS
Knowledge and experience in exploiting and fixing application vulnerabilities
Proficient in one or more programming languages such as Python, Go, Node.js, etc
Experience in threat modeling
An analytical mind for problem-solving, abstract thought, and offensive security tactics
OffSec or similar security certifications will be a plus (OSCP, OSCE, CISSP, etc)",Full-time
Lead Software Engineer,Tinkerlust,1 week ago,Be among the first 25 applicants,-1,-1,-1,"As a Lead Software Engineer at Tinkerlust, you will be supporting your VP of Technology to achieve the objectives of your squad. In addition to solving complex problems and building features, you will also: Manage 1-3 engineers in your squad and be responsible for their growth Coach engineers Prepare execution strategy for stories Contribute to our internal platforms in terms of tooling and capabilities Work with stack which includes Ruby on Rails, Next.js and React.js

Minimum Qualifications Bachelor/Master’s Degree in Computer Science or related major Minimum 1 year of experience leading and managing several engineers Minimum 3-5 years of professional experience in software engineering Experience building software systems with reasonable complexity Several years of experience sharpening your capabilities in a specific field (web, mobile or backend) Experience with using Ruby on Rails, Next.js and React.js Additional breadth of experience in any other platforms Able to articulate good software engineering practices Experience applying software engineering practices in their teams Experience managing stakeholders with good communication and coordination skills",-1
Software Engineer,Pt Arranet Indonesia Sejahtera,1 month ago,Be among the first 25 applicants,Associate,Information Technology,Information Technology and Services,"Kualifikasi Minimal D3/S1

Minimal memiliki pengalaman 1-3 tahun sebagai Software Engineer. Memiliki pemahaman yang baik tentang pengembangan perangkat lunak secara umum.

Memiliki pemahaman yang baik tentang siklus pengembangan sistem. Memiliki Pemahaman Object Oriented Programming (OOP) Minimal dalam satu bahasa pemograman Memiliki kemampuan analisis dan Problem Solving yang kuat. Memiliki pengetahuan mengenai Microservices adalah nilai plus. Memiliki keterampilan menyelesaikan permasalahan/permintaan (informasi/data) dan keluhan dengan baik. Bersedia dihubungi diluar jam kerja jika diperlukan. Memiliki pengetahuan ASP.NET, .NET Core, .NET Framework. Memiliki pengetahuan dalam MS SQL, Postgre dan database lainnya Memiliki pengetahuan tentang Web, API, dan Windows Services Memiliki Integritas , Disiplin dan Profesional yang baik. Uraian Pekerjaan Merancang, mengembangkan, dan memelihara solusi perangkat lunak Mampu berkoordinasi dengan baik kepada klien, mitra ataupun unit kerja internal lainnya. Mempelajari dan mendalami pengetahuan, alat teknis dan teknologi baru untuk meningkatkan kualitas dan menerapkannya pada produk/proyek yang sedang dibangun sesuai dengan prosedur. Memiliki kemampuan penyelesaian permintaan (informasi/data) dan keluhan teknis yang tidak dapat diselesaikan / dilaporkan oleh unit keja Customer Success/Support . Membantu technical writer untuk menulis dokumentasi teknis. Memahami arsitektur/ topologi produk/proyek. Mempelajari & mengerjakan tugas/pekerjaan dari Azure board berdasarkan prioritas proyek/produk yang sesuai dengan requirement / kriteria keberhasilan yang direncanakan dan disetujui. Melakukan informasi /laporan berkala kepada koordinator Solution Engineering terkait tahapan proses proyek/produk pada Azure board. Berkoordinasi dengan baik dengan klien, mitra dan unit kerja internal terkait proyek/produk yang sedang dibangun. Memastikan program yang dibuat berjalan sesuai dengan requirement/kriteria keberhasilan yang direncanakan dan disetujui. Mendampingi jalan nya SIT / UAT / Roll Out, remote maupun onsite.",Full-time
Associate Software Engineer (iOS),DANA Indonesia,2 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"What’s the day of Staff Engineer iOS looks like:
Deliver high quality app using Agile process.
Review the code of another team member.
Actively provide feedback and idea on technical discussion.

Minimum Qualifications

We are looking for iOS Engineer to collaborate together in full app life-cycle: concept, design, build, deploy, test and release. This committed individual will work along-side other engineers and developers working on different layers of the infrastructure. Reporting to Tech Lead, this role is based in Jakarta, Indonesia.

What Requirements Are We Looking For
Understand and implementing the basic principles of programming.
Understand about iOS app and view controller lifecycle.
Experience using iOS APIs and design patterns.
Familiar with model-view-viewmodel (MVVM) architectural pattern.
Familiar Xcode tools like debugging and hierarchy viewer.
Familiar with Autolayout implementation
Familiar with Git.
Able to work in a team and build constructive communication.
Fresh graduates are welcome to apply.

Plus If You
Experience using Unit test.
Understand how to setup push notification on iOS.
Experience in maintaining code with continues integration and distribution using Jenkins and Fabric.
Familiar with reactive programming using RxSwift",Full-time
Information Security Engineer - Jakarta,Brick,3 weeks ago,Be among the first 25 applicants,Entry level,Information Technology,-1,"Job Description

& requirements

About Us

Brick () is an early stage financial infrastructure startup supported by some of the leading VCs in Southeast Asia.

The Brick team has been rethinking financial services at top fintech the past 9 years. Now, we are on a mission to democratize financial services in Southeast Asia - by empowering innovators to build amazing products and solve big problems - starting with financial data APIs that allow fintech developers to create easy and accessible experiences for their users

Responsibilities Of Information Security Engineer
Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization's data, systems, and networks.
Troubleshooting security and network problems.
Responding to all system and/or network security breaches.
Ensuring that the organization's data and infrastructure are protected by enabling the appropriate security controls.
Participating in the change management process.
Testing and identifying network and system vulnerabilities.
Daily administrative tasks, reporting, and communication with the relevant departments in the organization.
Analyze security systems and seek improvements on a continuous basis
Report possible threats or software issues
Research weaknesses and find ways to counter them
Find cost-effective solutions to cybersecurity problems
Develop best practices and security standards for the organization
Qualifications For Security Engineer
Ability to prioritize projects
Comfortable working in a fast-paced environment
Excellent communication skills
A degree in Computer Science, IT, Systems Engineering, or related qualification.
2 years of work experience with incident detection, incident response, and forensics.
Experience with Firewalls (functionality and maintenance), Office 365 Security, VSX, and Endpoint Security.
Proficiency in Python, C++, Java, Ruby, Node, Go, and/or Power Shell.
Proficiency in tools like wireshark, burpsuite, etc
Ability to work under pressure in a fast-paced environment.
Strong attention to detail with an analytical mind and outstanding problem-solving skills.
Great awareness of cybersecurity trends and hacking techniques.
Required Skills

Cyber Security Information Security Network Security Security Data Analysis Big Data Data Science Software Engineering Software Architecture Software Testing Software Development Agile Software Development Enterprise Software",Full-time
Senior Software Engineer,Advotics,3 weeks ago,Be among the first 25 applicants,Associate,Engineering,Retail,"Company Description

Advotics is a Cloud Digitalization SaaS provider. Advotics introduced a cloud platform to digitize workforce, business network, and physical assets and products, with the main objective of converting data from offline work & trade activities into insightful metrics for management to make important business decisions such as sales penetration, productivity, retail execution strategy. Innovation is in our blood and we’re looking for the brightest minds to develop world-class software that will touch the lives of many customers of our clients.

Our team comprises of software veteran from Seattle-based Amazon.com, a project leader from Boston Consulting Group, Ph.D. from MIT in Mechanical Engineering, and software engineers graduating from top Indonesian universities. You will learn from the best and make history in Indonesia’s tech industry. ""Bringing visibility to all your offline activities.""

Job Description
Developing products/features backed by highly-concurrent distributed systems
Technical problem diagnosis and analysis
Perform performance optimization
Document developed features
Working closely with product team to handle a product/feature release
Estimating the required effort to develop a feature
Actively participate in product development process
Actively participate in mentoring team members
Lead a team of software engineers to deliver products/features

Qualifications
At least a Bachelor's degree in Computer Science, Engineering, or other technical fields from top local or overseas universities with more than 3 years’ experience in the industry
Strong knowledge of database design
Passionate in software engineering and code craftsmanship
Strong understanding of Object-oriented Design, data structures and algorithm, design patterns and system architecture
Java programming language is a must
Experience with Java web frameworks (e,g,. Spring boot, quarkus, etc) is a must
Experience with Java ORM Frameworks is a must
Familiar with Linux environment is a must
Strong business requirement analysis is a must
Familiar with version control is a must, Git preferably
Experience with delivering large scale projects
Experience with leading a team is a plus
Eager to learn and adapt to new technologies

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
Software Engineer - Backend,iGrow,3 weeks ago,Be among the first 25 applicants,-1,-1,-1,"Job Description
Designing and developing high-quality backend services and APIs.
Write unit tests to ensure safety net of regression tests for effective refactoring
Collaborate with other team and stakeholders to deliver highly-impactful product: web front-end, mobile apps, product design, and test automation
Learn multiple tech stacks to use the best tools for the job


Requirements
Willing to work in Depok, Jawa Barat
Humble, zero egos, and excellent collaborative spirit. We are all here to learn and grow together as a team.
Firm grasp of algorithms, algorithmic complexities, design patterns and principles, clean code, and pragmatic aspects of programming.
Experienced in JavaScript application development / NodeJS as a backend services
Experienced in building large-scale services/APIs
Experienced using Cloud Service (ex. AWS, Azure), Container Platform (Docker) & CI/CD deployment.
Comfortable in ambiguity and fine with failure and rapid iteration",-1
Senior Software Engineer - Jakarta,EMEW Labs Pte.Ltd Singapore,3 weeks ago,Be among the first 25 applicants,Associate,Engineering,Information Technology and Services,"Job Description

& requirements
The ideal candidate will be responsible for developing high-quality applications.

They will also be responsible for designing and implementing testable and scalable code.

Responsibilities
Execute full software development life cycle (SDLC) through Agile methodologies
Develop flowcharts, layouts and documentation to identify requirements and solutions
Write clean, well-designed, efficient, testable, and reusable code
Produce specifications and determine operational feasibility
Integration of user-facing elements, data storage solutions and third party libraries
Develop software verification plans and quality assurance procedures
Document and maintain software functionality
Troubleshoot, test and maintain the core product software and databases to ensure strong,
optimisation and functionality
Deploy programs and evaluate user feedback
Comply with project plans and industry standards
Qualifications
Minimum 5 years experience (for Senior Engineers) in developing scalable consumer applications
Possesses a minimum BS Degree in Computing, Computer Science, Engineering or relevant
courseSQL database or relational database skills
Extensive knowledge of PHP web frameworks. Experience with Yii2, Drupal7 or Symfony is a
plus
Basic understanding of front-end technologies, such as JavaScript, AJAX, HTML5 and CSS3
Experienced in high traffic and high demand software development is a plus
Experience with test-driven development is a plus
Experienced in working with code versioning tools, such as Git
Experience with front-end frameworks such as Bootstrap is a plus
Understands MVC design patterns
Understands fundamental design principles behind a scalable application
Ability to document requirements and specifications
Experienced in Agile ceremonies and methodologies
Fluent in communication using the English Language
Able to work in a close-knit team as well as independently
Passionate in contributing towards high standards and goals
Willingness to learn and accept criticism for the benefit of self improvement is a must
Required Skills

Javascript PHP HTML5 & CSS3",Full-time
Cloud Engineer,Pt Berlian Sistem Informasi,3 weeks ago,Be among the first 25 applicants,Entry level,Other,Human Resources,"Project Tasks
Conduct Project Management Plan and process according to applied BSI Infra Project Methodology.
Design and deploy new applications and enhancements to existing infrastructure applications, software, and operating systems.
Proactively learn and utilize new technologies, concepts and procedures as appropriate to customer requirements.
Review infrastructure design document to ensure the design can be implemented and solve customer business problems.
Review all deliverables, includes those which developed by other team members, to ensure the application is able to solve customers business problems.

Operation Tasks
Provide support to resolve customer complaint and improvement plan resulted from CS Survey.
Provide periodic report based on the needs of related organizations and/or customer requirement.
Responsible to initiate improvement resumed in SII document.
Analyze root cause, and resolution for any problem related to infrastructure and infrastructure application.
Review resolution for incident and problem to ensure the resolution are appropriate, comprehensive, and feasible.
Plan and control the execution of data center facility maintenance management.
Plan and control backup management process in accordance with the company’s disaster recovery and business continuity strategies.
Plan and control monitoring management process for all servers and other infrastructure tools managed in data center.
Conduct incident & service request management, problem management, change management, release & deployment and service improvement as assigned.

Minimum Qualifications
Candidate must possess at least Bachelor's Degree in Computer Science/Information Technology or equivalent.
At least 8 Year(s) of working experience in the related field is required for this position.
Preferably specialized in System Administrator, System Engineer or equivalent.
Proven understanding and experiences in Email Server, Active Directory, Domain Control, Operating Systems (Office 365, Windows, Linux, etc.), Cloud Management, Back up system, hardware management (server).
Strong analytical skills and logical thinking.
Excellent problem solving skills.
Proven consultation skills.
Good communication and presentation skills.
Excellent in English is a must (written and oral).
Computer skill (MS Office : Word, Excel, Powerpoint, Outlook).


Perks And Benefits
Free Lunch or Snacks

Maternity & Paternity Leave

Medical / Health Insurance

Required Skills
Linux Server
ITIL
Windows Server
SERVER Administration
Computer System Administration
Microsoft / MS Exchange

Jobs Summary

Job level

Associate / Supervisor

Job category

IT and Software

Educational requirement

Bachelor's degree graduate

Recruiter response to application

Always

Office Address

4, KTB Annex Building. Jl. Jendral A. Yani Pulomas. Jakarta 13120, East Jakarta, DKI Jakarta, Indonesia

Industry

Information Technology / IT

Vacancy

1 opening

Website

https://www.bsi.co.id/

Feel secure when applying: look for the verified icon

and always do your research on a company. Avoid and report situations when employers require payment or work without compensation as part of their application process.

Report this job

About PT Berlian Sistem Informasi

PT Berlian Sistem Informasi is an IT service and consultation company which was established in 1996. We are one of the subsidiaries of Mitsubishi Corporation (MC) Japan with customer ranging mainly from MC Group and other Japanese companies. With 20 years of experience and more than 200 consultants, we provide wide range of IT services which covers infrastructure as well as application services. Some of our services are data center services, network & communication services as well as application for financial, human resources and production area. With customer coming from automotive, manufacturing and multifinance industry we strive to provide the most suitable services for our customers following our motto ""Your Success is Our Treasure"".

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
IT System Engineer,Talenta Sumber Daya Manusia PT,6 months ago,Be among the first 25 applicants,Entry level,Information Technology,Consumer Services,"S1 Computer Science / Information Technology or equivalent
Freshgraduate or 1 year experience
23-26 years old
Having knowledge in computer infrastructure, server management, server products, monitoring systems and troubleshooting
Good communication and able to work together as a team
Required language (s) : Bahasa Indonesia, English (will be preferred)",Full-time
Software Engineer (Loan Product),NuWorq,3 weeks ago,Be among the first 25 applicants,-1,-1,-1,"Our client, a fintech P2P lending company are looking for Software Engineer.

Responsibilities
Analyze, develop, and maintain credit application
Maintain and support existing application
Develop internal application


Requirements
Have experience in developing credit scoring or loan origination system from banking, multifinance, or financial technology
Candidate must possess at least Bachelor's Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.
At least 3 years of working experience in the related field is required
Required Skill(s): PHP (Laravel Framework), C#, Java (Spring Framework), Ms SQL, PostgreSQL
Familiar with Windows & Linux OS, SDLC & Agile methodology
Excellent communication skills",-1
Software Engineer,EMEW Labs Pte.Ltd Singapore,2 months ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"Responsibilities

Job Description & How to Apply Below

Execute full software development life cycle (SDLC) through Agile methodologies
Develop flowcharts, layouts and documentation to identify requirements and solutions
Write clean, well-designed, efficient, testable, and reusable code
Produce specifications and determine operational feasibility
Integration of user-facing elements, data storage solutions and third party libraries
Develop software verification plans and quality assurance procedures
Document and maintain software functionality
Troubleshoot, test and maintain the core product software and databases to ensure strong optimisation and functionality
Deploy programs and evaluate user feedback
Comply with project plans and industry standards

Position Requirements
Bachelor, 1 to 2 Years work experience

Qualifications

Minimum 2 years experience (for Junior Engineers) and 5 years experience (for Senior Engineers) in developing scalable consumer applications
Possesses a minimum BS Degree in Computing, Computer Science, Engineering or relevant courseSQL database or relational database skills
Extensive knowledge of PHP web frameworks. Experience with Yii2, Drupal7 or Symfony is a plus
Basic understanding of front-end technologies, such as JavaScript, AJAX, HTML5 and CSS3
Experienced in high traffic and high demand software development is a plus
Experience with test-driven development is a plus
Experienced in working with code versioning tools, such as Git
Experience with front-end frameworks such as Bootstrap is a plus
Understands MVC design patterns
Understands fundamental design principles behind a scalable application
Ability to document requirements and specifications
Experienced in Agile ceremonies and methodologies
Fluent in communication using the English Language
Able to work in a close-knit team as well as independently
Passionate in contributing towards high standards and goals
Willingness to learn and accept criticism for the benefit of self improvement is a must

Required Language Skills
English - Very good",Full-time
Software Engineer (Marketing Technology),Traveloka,3 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Marketing and Advertising,"Company Description

Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in 8 countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.

About The Role

As Software Engineer in Marketing Tech, you will work with Product Manager and collaborate with other team in order to build a robust platform that serves multiple Products in Traveloka. You are encouraged to shape requirements with your stakeholders and drive both product and technology innovation. You will experience how to develop and operate high traffic application using micro-service architecture and agile methodology, as well as engage in huge amount of data to give the best result.

Job Descriptions
Drive the story development by pairing with team members on functional and nonfunctional requirements
Design and develop highly scalable, highly available, reliable, secure and fault tolerant systems with minimal guidance
Collaborate with other business teams (Flight, Accom, Platform, Data, etc.) on planning and execution
Build and manage automated build/test/deployment environments
Ensure and maintain code quality and automated test coverage within the team
Own the entire lifecycle of feature development, test, deployment, fixes and improvements


Qualifications
Strong software engineering skills in Java involving extensive design and coding.
Experience in Unit Test Tools like Mockito, Junit/TestNG
Knowledge in RDBMS like PostgreSQL/MySQL and NoSQL databases like MongoDB/Redis.
Knowledge in CI/CD architecture and in IAC (infra as a code) using Terraform
Knowledge of tools like Sonarqube, Maven, GitHub, Datadog is preferred
Knowledge and experience in Cloud Architecture (AWS & GCP) is preferred
Knowledge and experience in Web (nodejs, react, react native) is preferred

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
